Data sorteio: 11/03/1996; Acumulou: sim; Número do Concurso: 1; Dezenas Sorteadas: 41, 05, 04, 52, 30, 33
Data sorteio: 29/05/2004; Acumulou: sim; Número do Concurso: 567; Dezenas Sorteadas: 57, 58, 11, 38, 41, 31
Data sorteio: 02/06/2004; Acumulou: sim; Número do Concurso: 568; Dezenas Sorteadas: 25, 41, 17, 29, 13, 22
Data sorteio: 05/06/2004; Acumulou: não; Número do Concurso: 569; Dezenas Sorteadas: 32, 15, 14, 09, 03, 57
Data sorteio: 09/06/2004; Acumulou: sim; Número do Concurso: 570; Dezenas Sorteadas: 35, 32, 36, 33, 51, 15
Data sorteio: 12/06/2004; Acumulou: sim; Número do Concurso: 571; Dezenas Sorteadas: 14, 31, 12, 13, 51, 50
Data sorteio: 16/06/2004; Acumulou: sim; Número do Concurso: 572; Dezenas Sorteadas: 33, 03, 20, 60, 09, 16
Data sorteio: 19/06/2004; Acumulou: sim; Número do Concurso: 573; Dezenas Sorteadas: 59, 29, 17, 06, 40, 22
Data sorteio: 23/06/2004; Acumulou: sim; Número do Concurso: 574; Dezenas Sorteadas: 32, 23, 02, 10, 44, 17
Data sorteio: 26/06/2004; Acumulou: não; Número do Concurso: 575; Dezenas Sorteadas: 18, 29, 21, 48, 35, 05
Data sorteio: 30/06/2004; Acumulou: sim; Número do Concurso: 576; Dezenas Sorteadas: 18, 43, 52, 39, 07, 08
Data sorteio: 03/07/2004; Acumulou: sim; Número do Concurso: 577; Dezenas Sorteadas: 31, 47, 28, 23, 08, 24
Data sorteio: 07/07/2004; Acumulou: não; Número do Concurso: 578; Dezenas Sorteadas: 48, 03, 58, 18, 56, 23
Data sorteio: 10/07/2004; Acumulou: não; Número do Concurso: 579; Dezenas Sorteadas: 15, 34, 39, 17, 04, 09
Data sorteio: 14/07/2004; Acumulou: sim; Número do Concurso: 580; Dezenas Sorteadas: 38, 16, 18, 28, 15, 47
Data sorteio: 17/07/2004; Acumulou: não; Número do Concurso: 581; Dezenas Sorteadas: 30, 25, 52, 14, 39, 17
Data sorteio: 21/07/2004; Acumulou: sim; Número do Concurso: 582; Dezenas Sorteadas: 13, 40, 29, 59, 45, 51
Data sorteio: 24/07/2004; Acumulou: sim; Número do Concurso: 583; Dezenas Sorteadas: 55, 06, 41, 20, 43, 07
Data sorteio: 28/07/2004; Acumulou: sim; Número do Concurso: 584; Dezenas Sorteadas: 30, 53, 23, 07, 32, 08
Data sorteio: 31/07/2004; Acumulou: não; Número do Concurso: 585; Dezenas Sorteadas: 24, 39, 12, 33, 57, 36
Data sorteio: 04/08/2004; Acumulou: sim; Número do Concurso: 586; Dezenas Sorteadas: 45, 38, 13, 11, 54, 39
Data sorteio: 07/08/2004; Acumulou: sim; Número do Concurso: 587; Dezenas Sorteadas: 30, 02, 36, 18, 60, 29
Data sorteio: 11/08/2004; Acumulou: sim; Número do Concurso: 588; Dezenas Sorteadas: 45, 13, 46, 55, 53, 11
Data sorteio: 14/08/2004; Acumulou: sim; Número do Concurso: 589; Dezenas Sorteadas: 13, 07, 33, 59, 06, 08
Data sorteio: 18/08/2004; Acumulou: sim; Número do Concurso: 590; Dezenas Sorteadas: 25, 51, 05, 18, 04, 28
Data sorteio: 21/08/2004; Acumulou: sim; Número do Concurso: 591; Dezenas Sorteadas: 58, 03, 18, 50, 34, 01
Data sorteio: 25/08/2004; Acumulou: sim; Número do Concurso: 592; Dezenas Sorteadas: 55, 14, 59, 47, 13, 42
Data sorteio: 28/08/2004; Acumulou: sim; Número do Concurso: 593; Dezenas Sorteadas: 27, 29, 01, 59, 25, 49
Data sorteio: 01/09/2004; Acumulou: sim; Número do Concurso: 594; Dezenas Sorteadas: 10, 53, 55, 29, 13, 47
Data sorteio: 04/09/2004; Acumulou: sim; Número do Concurso: 595; Dezenas Sorteadas: 54, 02, 43, 01, 50, 25
Data sorteio: 08/09/2004; Acumulou: sim; Número do Concurso: 596; Dezenas Sorteadas: 43, 60, 28, 11, 54, 14
Data sorteio: 11/09/2004; Acumulou: sim; Número do Concurso: 597; Dezenas Sorteadas: 42, 40, 27, 22, 56, 29
Data sorteio: 15/09/2004; Acumulou: não; Número do Concurso: 598; Dezenas Sorteadas: 05, 16, 53, 38, 50, 34
Data sorteio: 18/09/2004; Acumulou: sim; Número do Concurso: 599; Dezenas Sorteadas: 06, 45, 51, 09, 23, 04
Data sorteio: 22/09/2004; Acumulou: sim; Número do Concurso: 600; Dezenas Sorteadas: 18, 39, 54, 34, 31, 16
Data sorteio: 25/09/2004; Acumulou: sim; Número do Concurso: 601; Dezenas Sorteadas: 37, 19, 29, 30, 10, 22
Data sorteio: 29/09/2004; Acumulou: sim; Número do Concurso: 602; Dezenas Sorteadas: 38, 60, 13, 07, 55, 46
Data sorteio: 02/10/2004; Acumulou: não; Número do Concurso: 603; Dezenas Sorteadas: 04, 08, 11, 29, 12, 44
Data sorteio: 06/10/2004; Acumulou: sim; Número do Concurso: 604; Dezenas Sorteadas: 41, 49, 51, 25, 15, 46
Data sorteio: 09/10/2004; Acumulou: sim; Número do Concurso: 605; Dezenas Sorteadas: 44, 52, 53, 04, 49, 24
Data sorteio: 13/10/2004; Acumulou: não; Número do Concurso: 606; Dezenas Sorteadas: 41, 06, 23, 55, 32, 35
Data sorteio: 16/10/2004; Acumulou: sim; Número do Concurso: 607; Dezenas Sorteadas: 06, 59, 11, 27, 19, 41
Data sorteio: 20/10/2004; Acumulou: sim; Número do Concurso: 608; Dezenas Sorteadas: 30, 06, 37, 19, 24, 13
Data sorteio: 23/10/2004; Acumulou: sim; Número do Concurso: 609; Dezenas Sorteadas: 15, 02, 59, 60, 06, 58
Data sorteio: 27/10/2004; Acumulou: sim; Número do Concurso: 610; Dezenas Sorteadas: 25, 49, 30, 43, 47, 45
Data sorteio: 30/10/2004; Acumulou: sim; Número do Concurso: 611; Dezenas Sorteadas: 22, 21, 33, 16, 48, 49
Data sorteio: 03/11/2004; Acumulou: sim; Número do Concurso: 612; Dezenas Sorteadas: 55, 33, 15, 50, 53, 18
Data sorteio: 06/11/2004; Acumulou: sim; Número do Concurso: 613; Dezenas Sorteadas: 54, 55, 13, 44, 06, 19
Data sorteio: 10/11/2004; Acumulou: sim; Número do Concurso: 614; Dezenas Sorteadas: 60, 31, 12, 48, 57, 16
Data sorteio: 13/11/2004; Acumulou: sim; Número do Concurso: 615; Dezenas Sorteadas: 27, 31, 08, 10, 51, 05
Data sorteio: 17/11/2004; Acumulou: sim; Número do Concurso: 616; Dezenas Sorteadas: 24, 16, 26, 54, 12, 02
Data sorteio: 20/11/2004; Acumulou: não; Número do Concurso: 617; Dezenas Sorteadas: 25, 05, 49, 36, 33, 03
Data sorteio: 24/11/2004; Acumulou: sim; Número do Concurso: 618; Dezenas Sorteadas: 60, 10, 03, 08, 24, 13
Data sorteio: 27/11/2004; Acumulou: sim; Número do Concurso: 619; Dezenas Sorteadas: 16, 12, 46, 14, 08, 19
Data sorteio: 01/12/2004; Acumulou: sim; Número do Concurso: 620; Dezenas Sorteadas: 22, 01, 29, 13, 32, 03
Data sorteio: 04/12/2004; Acumulou: sim; Número do Concurso: 621; Dezenas Sorteadas: 29, 31, 50, 26, 57, 49
Data sorteio: 08/12/2004; Acumulou: sim; Número do Concurso: 622; Dezenas Sorteadas: 59, 27, 19, 29, 50, 38
Data sorteio: 11/12/2004; Acumulou: sim; Número do Concurso: 623; Dezenas Sorteadas: 42, 23, 55, 30, 09, 49
Data sorteio: 15/12/2004; Acumulou: não; Número do Concurso: 624; Dezenas Sorteadas: 39, 23, 34, 52, 08, 43
Data sorteio: 18/12/2004; Acumulou: sim; Número do Concurso: 625; Dezenas Sorteadas: 59, 12, 32, 42, 24, 40
Data sorteio: 22/12/2004; Acumulou: sim; Número do Concurso: 626; Dezenas Sorteadas: 49, 08, 22, 18, 07, 39
Data sorteio: 29/12/2004; Acumulou: sim; Número do Concurso: 627; Dezenas Sorteadas: 19, 13, 45, 58, 56, 01
Data sorteio: 05/01/2005; Acumulou: não; Número do Concurso: 628; Dezenas Sorteadas: 08, 16, 22, 56, 58, 30
Data sorteio: 08/01/2005; Acumulou: não; Número do Concurso: 629; Dezenas Sorteadas: 40, 47, 39, 16, 51, 15
Data sorteio: 12/01/2005; Acumulou: sim; Número do Concurso: 630; Dezenas Sorteadas: 16, 53, 20, 60, 12, 45
Data sorteio: 15/01/2005; Acumulou: não; Número do Concurso: 631; Dezenas Sorteadas: 01, 28, 47, 20, 44, 32
Data sorteio: 19/01/2005; Acumulou: sim; Número do Concurso: 632; Dezenas Sorteadas: 02, 54, 48, 51, 19, 28
Data sorteio: 22/01/2005; Acumulou: sim; Número do Concurso: 633; Dezenas Sorteadas: 27, 46, 05, 50, 11, 22
Data sorteio: 26/01/2005; Acumulou: sim; Número do Concurso: 634; Dezenas Sorteadas: 13, 41, 24, 42, 10, 56
Data sorteio: 29/01/2005; Acumulou: sim; Número do Concurso: 635; Dezenas Sorteadas: 49, 42, 37, 08, 20, 26
Data sorteio: 02/02/2005; Acumulou: sim; Número do Concurso: 636; Dezenas Sorteadas: 30, 32, 34, 50, 28, 26
Data sorteio: 05/02/2005; Acumulou: sim; Número do Concurso: 637; Dezenas Sorteadas: 52, 58, 43, 48, 11, 18
Data sorteio: 12/02/2005; Acumulou: sim; Número do Concurso: 638; Dezenas Sorteadas: 42, 10, 50, 41, 11, 36
Data sorteio: 16/02/2005; Acumulou: sim; Número do Concurso: 639; Dezenas Sorteadas: 51, 39, 35, 60, 45, 13
Data sorteio: 19/02/2005; Acumulou: sim; Número do Concurso: 640; Dezenas Sorteadas: 12, 42, 59, 46, 19, 60
Data sorteio: 23/02/2005; Acumulou: não; Número do Concurso: 641; Dezenas Sorteadas: 17, 13, 33, 09, 01, 34
Data sorteio: 26/02/2005; Acumulou: sim; Número do Concurso: 642; Dezenas Sorteadas: 51, 17, 56, 36, 44, 40
Data sorteio: 02/03/2005; Acumulou: sim; Número do Concurso: 643; Dezenas Sorteadas: 14, 45, 24, 37, 40, 42
Data sorteio: 05/03/2005; Acumulou: sim; Número do Concurso: 644; Dezenas Sorteadas: 57, 29, 31, 27, 34, 14
Data sorteio: 09/03/2005; Acumulou: sim; Número do Concurso: 645; Dezenas Sorteadas: 52, 48, 24, 53, 54, 03
Data sorteio: 12/03/2005; Acumulou: sim; Número do Concurso: 646; Dezenas Sorteadas: 13, 47, 60, 32, 49, 10
Data sorteio: 16/03/2005; Acumulou: não; Número do Concurso: 647; Dezenas Sorteadas: 56, 19, 11, 14, 12, 54
Data sorteio: 19/03/2005; Acumulou: não; Número do Concurso: 648; Dezenas Sorteadas: 05, 48, 23, 42, 45, 29
Data sorteio: 23/03/2005; Acumulou: sim; Número do Concurso: 649; Dezenas Sorteadas: 09, 54, 41, 48, 33, 24
Data sorteio: 26/03/2005; Acumulou: sim; Número do Concurso: 650; Dezenas Sorteadas: 53, 59, 25, 29, 10, 24
Data sorteio: 30/03/2005; Acumulou: sim; Número do Concurso: 651; Dezenas Sorteadas: 39, 45, 28, 26, 48, 60
Data sorteio: 02/04/2005; Acumulou: sim; Número do Concurso: 652; Dezenas Sorteadas: 24, 18, 57, 56, 10, 20
Data sorteio: 06/04/2005; Acumulou: sim; Número do Concurso: 653; Dezenas Sorteadas: 31, 24, 19, 34, 09, 05
Data sorteio: 09/04/2005; Acumulou: não; Número do Concurso: 654; Dezenas Sorteadas: 10, 11, 56, 40, 41, 06
Data sorteio: 13/04/2005; Acumulou: sim; Número do Concurso: 655; Dezenas Sorteadas: 26, 39, 01, 37, 43, 48
Data sorteio: 16/04/2005; Acumulou: sim; Número do Concurso: 656; Dezenas Sorteadas: 59, 37, 46, 36, 35, 51
Data sorteio: 20/04/2005; Acumulou: não; Número do Concurso: 657; Dezenas Sorteadas: 20, 59, 58, 33, 60, 16
Data sorteio: 23/04/2005; Acumulou: sim; Número do Concurso: 658; Dezenas Sorteadas: 41, 20, 36, 03, 11, 06
Data sorteio: 27/04/2005; Acumulou: sim; Número do Concurso: 659; Dezenas Sorteadas: 14, 29, 40, 34, 51, 52
Data sorteio: 30/04/2005; Acumulou: sim; Número do Concurso: 660; Dezenas Sorteadas: 53, 05, 38, 54, 46, 11
Data sorteio: 04/05/2005; Acumulou: sim; Número do Concurso: 661; Dezenas Sorteadas: 42, 40, 27, 04, 55, 36
Data sorteio: 07/05/2005; Acumulou: sim; Número do Concurso: 662; Dezenas Sorteadas: 04, 60, 56, 25, 18, 23
Data sorteio: 11/05/2005; Acumulou: sim; Número do Concurso: 663; Dezenas Sorteadas: 01, 49, 30, 55, 27, 51
Data sorteio: 14/05/2005; Acumulou: sim; Número do Concurso: 664; Dezenas Sorteadas: 12, 01, 55, 59, 38, 36
Data sorteio: 18/05/2005; Acumulou: sim; Número do Concurso: 665; Dezenas Sorteadas: 08, 47, 07, 48, 25, 18
Data sorteio: 21/05/2005; Acumulou: sim; Número do Concurso: 666; Dezenas Sorteadas: 07, 26, 16, 29, 45, 55
Data sorteio: 25/05/2005; Acumulou: não; Número do Concurso: 667; Dezenas Sorteadas: 05, 23, 16, 04, 49, 01
Data sorteio: 28/05/2005; Acumulou: sim; Número do Concurso: 668; Dezenas Sorteadas: 49, 33, 56, 02, 14, 01
Data sorteio: 01/06/2005; Acumulou: não; Número do Concurso: 669; Dezenas Sorteadas: 07, 41, 24, 40, 49, 27
Data sorteio: 04/06/2005; Acumulou: sim; Número do Concurso: 670; Dezenas Sorteadas: 42, 59, 58, 37, 48, 22
Data sorteio: 08/06/2005; Acumulou: sim; Número do Concurso: 671; Dezenas Sorteadas: 27, 16, 39, 51, 09, 38
Data sorteio: 11/06/2005; Acumulou: sim; Número do Concurso: 672; Dezenas Sorteadas: 43, 34, 53, 38, 28, 24
Data sorteio: 15/06/2005; Acumulou: sim; Número do Concurso: 673; Dezenas Sorteadas: 06, 40, 37, 11, 20, 34
Data sorteio: 18/06/2005; Acumulou: sim; Número do Concurso: 674; Dezenas Sorteadas: 22, 32, 18, 29, 42, 38
Data sorteio: 22/06/2005; Acumulou: sim; Número do Concurso: 675; Dezenas Sorteadas: 50, 42, 30, 25, 43, 24
Data sorteio: 25/06/2005; Acumulou: sim; Número do Concurso: 676; Dezenas Sorteadas: 49, 32, 15, 09, 41, 42
Data sorteio: 29/06/2005; Acumulou: sim; Número do Concurso: 677; Dezenas Sorteadas: 25, 10, 48, 08, 32, 55
Data sorteio: 02/07/2005; Acumulou: sim; Número do Concurso: 678; Dezenas Sorteadas: 44, 46, 31, 14, 40, 42
Data sorteio: 06/07/2005; Acumulou: não; Número do Concurso: 679; Dezenas Sorteadas: 37, 21, 54, 03, 58, 25
Data sorteio: 09/07/2005; Acumulou: sim; Número do Concurso: 680; Dezenas Sorteadas: 44, 02, 26, 05, 03, 22
Data sorteio: 13/07/2005; Acumulou: sim; Número do Concurso: 681; Dezenas Sorteadas: 59, 21, 53, 25, 58, 38
Data sorteio: 16/07/2005; Acumulou: sim; Número do Concurso: 682; Dezenas Sorteadas: 60, 37, 47, 36, 04, 27
Data sorteio: 20/07/2005; Acumulou: sim; Número do Concurso: 683; Dezenas Sorteadas: 43, 40, 12, 11, 02, 35
Data sorteio: 23/07/2005; Acumulou: sim; Número do Concurso: 684; Dezenas Sorteadas: 50, 37, 33, 40, 19, 17
Data sorteio: 27/07/2005; Acumulou: não; Número do Concurso: 685; Dezenas Sorteadas: 33, 27, 05, 56, 12, 43
Data sorteio: 30/07/2005; Acumulou: sim; Número do Concurso: 686; Dezenas Sorteadas: 33, 05, 04, 54, 15, 26
Data sorteio: 03/08/2005; Acumulou: sim; Número do Concurso: 687; Dezenas Sorteadas: 59, 48, 01, 07, 41, 14
Data sorteio: 06/08/2005; Acumulou: sim; Número do Concurso: 688; Dezenas Sorteadas: 47, 30, 52, 11, 21, 35
Data sorteio: 10/08/2005; Acumulou: sim; Número do Concurso: 689; Dezenas Sorteadas: 06, 60, 07, 31, 49, 51
Data sorteio: 13/08/2005; Acumulou: sim; Número do Concurso: 690; Dezenas Sorteadas: 15, 41, 08, 47, 12, 53
Data sorteio: 17/08/2005; Acumulou: sim; Número do Concurso: 691; Dezenas Sorteadas: 55, 16, 58, 08, 37, 50
Data sorteio: 20/08/2005; Acumulou: sim; Número do Concurso: 692; Dezenas Sorteadas: 33, 18, 60, 11, 58, 57
Data sorteio: 24/08/2005; Acumulou: sim; Número do Concurso: 693; Dezenas Sorteadas: 14, 50, 41, 17, 31, 13
Data sorteio: 27/08/2005; Acumulou: sim; Número do Concurso: 694; Dezenas Sorteadas: 15, 19, 29, 53, 37, 41
Data sorteio: 31/08/2005; Acumulou: sim; Número do Concurso: 695; Dezenas Sorteadas: 13, 40, 21, 52, 06, 11
Data sorteio: 03/09/2005; Acumulou: não; Número do Concurso: 696; Dezenas Sorteadas: 37, 16, 34, 57, 53, 09
Data sorteio: 10/09/2005; Acumulou: sim; Número do Concurso: 697; Dezenas Sorteadas: 53, 35, 32, 31, 28, 51
Data sorteio: 14/09/2005; Acumulou: sim; Número do Concurso: 698; Dezenas Sorteadas: 22, 08, 27, 43, 55, 12
Data sorteio: 19/09/2005; Acumulou: sim; Número do Concurso: 699; Dezenas Sorteadas: 53, 17, 50, 23, 54, 48
Data sorteio: 21/09/2005; Acumulou: sim; Número do Concurso: 700; Dezenas Sorteadas: 02, 03, 24, 40, 31, 14
Data sorteio: 24/09/2005; Acumulou: sim; Número do Concurso: 701; Dezenas Sorteadas: 13, 01, 31, 23, 60, 48
Data sorteio: 28/09/2005; Acumulou: sim; Número do Concurso: 702; Dezenas Sorteadas: 01, 56, 18, 58, 45, 57
Data sorteio: 01/10/2005; Acumulou: sim; Número do Concurso: 703; Dezenas Sorteadas: 30, 24, 02, 45, 11, 27
Data sorteio: 05/10/2005; Acumulou: sim; Número do Concurso: 704; Dezenas Sorteadas: 02, 27, 50, 34, 18, 04
Data sorteio: 08/10/2005; Acumulou: sim; Número do Concurso: 705; Dezenas Sorteadas: 03, 15, 11, 13, 26, 43
Data sorteio: 15/10/2005; Acumulou: sim; Número do Concurso: 706; Dezenas Sorteadas: 22, 10, 17, 07, 02, 60
Data sorteio: 19/10/2005; Acumulou: não; Número do Concurso: 707; Dezenas Sorteadas: 51, 08, 01, 43, 10, 36
Data sorteio: 22/10/2005; Acumulou: sim; Número do Concurso: 708; Dezenas Sorteadas: 45, 13, 39, 47, 09, 07
Data sorteio: 26/10/2005; Acumulou: sim; Número do Concurso: 709; Dezenas Sorteadas: 29, 22, 44, 09, 06, 04
Data sorteio: 29/10/2005; Acumulou: sim; Número do Concurso: 710; Dezenas Sorteadas: 46, 25, 05, 49, 39, 34
Data sorteio: 05/11/2005; Acumulou: sim; Número do Concurso: 711; Dezenas Sorteadas: 10, 05, 41, 59, 40, 33
Data sorteio: 09/11/2005; Acumulou: sim; Número do Concurso: 712; Dezenas Sorteadas: 35, 07, 53, 58, 08, 43
Data sorteio: 12/11/2005; Acumulou: sim; Número do Concurso: 713; Dezenas Sorteadas: 46, 01, 26, 16, 12, 54
Data sorteio: 16/11/2005; Acumulou: sim; Número do Concurso: 714; Dezenas Sorteadas: 17, 53, 39, 08, 07, 35
Data sorteio: 19/11/2005; Acumulou: não; Número do Concurso: 715; Dezenas Sorteadas: 54, 36, 12, 04, 33, 24
Data sorteio: 23/11/2005; Acumulou: não; Número do Concurso: 716; Dezenas Sorteadas: 29, 02, 07, 50, 16, 32
Data sorteio: 26/11/2005; Acumulou: sim; Número do Concurso: 717; Dezenas Sorteadas: 28, 35, 41, 17, 06, 23
Data sorteio: 30/11/2005; Acumulou: sim; Número do Concurso: 718; Dezenas Sorteadas: 07, 35, 21, 39, 58, 33
Data sorteio: 03/12/2005; Acumulou: sim; Número do Concurso: 719; Dezenas Sorteadas: 39, 47, 37, 53, 32, 03
Data sorteio: 07/12/2005; Acumulou: sim; Número do Concurso: 720; Dezenas Sorteadas: 12, 56, 44, 51, 31, 54
Data sorteio: 10/12/2005; Acumulou: sim; Número do Concurso: 721; Dezenas Sorteadas: 14, 03, 23, 55, 36, 25
Data sorteio: 14/12/2005; Acumulou: sim; Número do Concurso: 722; Dezenas Sorteadas: 60, 36, 57, 18, 44, 09
Data sorteio: 17/12/2005; Acumulou: sim; Número do Concurso: 723; Dezenas Sorteadas: 16, 06, 52, 01, 36, 50
Data sorteio: 21/12/2005; Acumulou: sim; Número do Concurso: 724; Dezenas Sorteadas: 34, 51, 55, 17, 48, 27
Data sorteio: 31/12/2005; Acumulou: não; Número do Concurso: 725; Dezenas Sorteadas: 49, 09, 03, 35, 37, 41
Data sorteio: 04/01/2006; Acumulou: sim; Número do Concurso: 726; Dezenas Sorteadas: 40, 47, 01, 05, 07, 37
Data sorteio: 07/01/2006; Acumulou: sim; Número do Concurso: 727; Dezenas Sorteadas: 14, 42, 12, 04, 59, 30
Data sorteio: 11/01/2006; Acumulou: sim; Número do Concurso: 728; Dezenas Sorteadas: 44, 42, 13, 08, 24, 32
Data sorteio: 14/01/2006; Acumulou: não; Número do Concurso: 729; Dezenas Sorteadas: 33, 56, 18, 57, 43, 05
Data sorteio: 18/01/2006; Acumulou: sim; Número do Concurso: 730; Dezenas Sorteadas: 45, 15, 02, 54, 16, 50
Data sorteio: 21/01/2006; Acumulou: sim; Número do Concurso: 731; Dezenas Sorteadas: 35, 06, 15, 23, 28, 16
Data sorteio: 25/01/2006; Acumulou: sim; Número do Concurso: 732; Dezenas Sorteadas: 49, 19, 53, 50, 17, 06
Data sorteio: 28/01/2006; Acumulou: sim; Número do Concurso: 733; Dezenas Sorteadas: 12, 26, 31, 43, 46, 02
Data sorteio: 01/02/2006; Acumulou: não; Número do Concurso: 734; Dezenas Sorteadas: 44, 45, 27, 29, 43, 54
Data sorteio: 04/02/2006; Acumulou: sim; Número do Concurso: 735; Dezenas Sorteadas: 40, 42, 15, 52, 38, 09
Data sorteio: 08/02/2006; Acumulou: sim; Número do Concurso: 736; Dezenas Sorteadas: 01, 21, 38, 41, 56, 49
Data sorteio: 11/02/2006; Acumulou: sim; Número do Concurso: 737; Dezenas Sorteadas: 33, 12, 24, 38, 11, 32
Data sorteio: 15/02/2006; Acumulou: sim; Número do Concurso: 738; Dezenas Sorteadas: 15, 30, 14, 42, 26, 54
Data sorteio: 18/02/2006; Acumulou: sim; Número do Concurso: 739; Dezenas Sorteadas: 06, 45, 56, 49, 35, 10
Data sorteio: 22/02/2006; Acumulou: não; Número do Concurso: 740; Dezenas Sorteadas: 29, 47, 12, 50, 16, 28
Data sorteio: 25/02/2006; Acumulou: sim; Número do Concurso: 741; Dezenas Sorteadas: 26, 39, 27, 24, 59, 36
Data sorteio: 01/03/2006; Acumulou: sim; Número do Concurso: 742; Dezenas Sorteadas: 34, 17, 07, 41, 02, 50
Data sorteio: 04/03/2006; Acumulou: sim; Número do Concurso: 743; Dezenas Sorteadas: 54, 20, 32, 60, 25, 23
Data sorteio: 08/03/2006; Acumulou: sim; Número do Concurso: 744; Dezenas Sorteadas: 26, 46, 12, 23, 39, 04
Data sorteio: 11/03/2006; Acumulou: sim; Número do Concurso: 745; Dezenas Sorteadas: 21, 57, 37, 16, 43, 02
Data sorteio: 15/03/2006; Acumulou: não; Número do Concurso: 746; Dezenas Sorteadas: 49, 12, 10, 57, 25, 01
Data sorteio: 18/03/2006; Acumulou: sim; Número do Concurso: 747; Dezenas Sorteadas: 21, 23, 56, 12, 03, 02
Data sorteio: 22/03/2006; Acumulou: sim; Número do Concurso: 748; Dezenas Sorteadas: 01, 07, 19, 51, 35, 02
Data sorteio: 25/03/2006; Acumulou: sim; Número do Concurso: 749; Dezenas Sorteadas: 24, 47, 04, 57, 48, 50
Data sorteio: 29/03/2006; Acumulou: sim; Número do Concurso: 750; Dezenas Sorteadas: 58, 17, 54, 10, 42, 33
Data sorteio: 01/04/2006; Acumulou: sim; Número do Concurso: 751; Dezenas Sorteadas: 04, 25, 38, 50, 20, 07
Data sorteio: 05/04/2006; Acumulou: sim; Número do Concurso: 752; Dezenas Sorteadas: 25, 04, 29, 42, 24, 23
Data sorteio: 08/04/2006; Acumulou: não; Número do Concurso: 753; Dezenas Sorteadas: 59, 35, 43, 22, 07, 02
Data sorteio: 12/04/2006; Acumulou: sim; Número do Concurso: 754; Dezenas Sorteadas: 04, 42, 34, 50, 03, 13
Data sorteio: 15/04/2006; Acumulou: sim; Número do Concurso: 755; Dezenas Sorteadas: 59, 30, 47, 12, 04, 49
Data sorteio: 19/04/2006; Acumulou: sim; Número do Concurso: 756; Dezenas Sorteadas: 37, 50, 41, 05, 38, 27
Data sorteio: 22/04/2006; Acumulou: sim; Número do Concurso: 757; Dezenas Sorteadas: 17, 32, 12, 18, 58, 30
Data sorteio: 26/04/2006; Acumulou: sim; Número do Concurso: 758; Dezenas Sorteadas: 47, 59, 01, 23, 36, 43
Data sorteio: 29/04/2006; Acumulou: sim; Número do Concurso: 759; Dezenas Sorteadas: 59, 39, 30, 31, 48, 45
Data sorteio: 03/05/2006; Acumulou: sim; Número do Concurso: 760; Dezenas Sorteadas: 12, 17, 60, 44, 46, 45
Data sorteio: 06/05/2006; Acumulou: sim; Número do Concurso: 761; Dezenas Sorteadas: 56, 29, 17, 13, 27, 40
Data sorteio: 10/05/2006; Acumulou: sim; Número do Concurso: 762; Dezenas Sorteadas: 39, 09, 21, 12, 37, 54
Data sorteio: 13/05/2006; Acumulou: sim; Número do Concurso: 763; Dezenas Sorteadas: 40, 47, 01, 48, 09, 26
Data sorteio: 18/05/2006; Acumulou: não; Número do Concurso: 764; Dezenas Sorteadas: 07, 03, 55, 47, 53, 45
Data sorteio: 21/05/2006; Acumulou: sim; Número do Concurso: 765; Dezenas Sorteadas: 03, 37, 50, 16, 30, 10
Data sorteio: 24/05/2006; Acumulou: sim; Número do Concurso: 766; Dezenas Sorteadas: 01, 50, 19, 42, 24, 58
Data sorteio: 27/05/2006; Acumulou: sim; Número do Concurso: 767; Dezenas Sorteadas: 22, 50, 32, 38, 54, 15
Data sorteio: 31/05/2006; Acumulou: não; Número do Concurso: 768; Dezenas Sorteadas: 33, 37, 59, 30, 04, 08
Data sorteio: 03/06/2006; Acumulou: sim; Número do Concurso: 769; Dezenas Sorteadas: 20, 21, 50, 29, 12, 16
Data sorteio: 07/06/2006; Acumulou: sim; Número do Concurso: 770; Dezenas Sorteadas: 04, 34, 25, 35, 48, 12
Data sorteio: 10/06/2006; Acumulou: sim; Número do Concurso: 771; Dezenas Sorteadas: 29, 46, 34, 47, 21, 14
Data sorteio: 14/06/2006; Acumulou: sim; Número do Concurso: 772; Dezenas Sorteadas: 38, 51, 52, 60, 10, 35
Data sorteio: 17/06/2006; Acumulou: sim; Número do Concurso: 773; Dezenas Sorteadas: 03, 05, 51, 29, 34, 14
Data sorteio: 21/06/2006; Acumulou: não; Número do Concurso: 774; Dezenas Sorteadas: 37, 05, 54, 58, 46, 10
Data sorteio: 24/06/2006; Acumulou: sim; Número do Concurso: 775; Dezenas Sorteadas: 27, 12, 46, 47, 42, 50
Data sorteio: 28/06/2006; Acumulou: sim; Número do Concurso: 776; Dezenas Sorteadas: 57, 35, 60, 41, 03, 15
Data sorteio: 01/07/2006; Acumulou: sim; Número do Concurso: 777; Dezenas Sorteadas: 14, 50, 23, 02, 28, 56
Data sorteio: 05/07/2006; Acumulou: sim; Número do Concurso: 778; Dezenas Sorteadas: 45, 20, 36, 37, 31, 51
Data sorteio: 08/07/2006; Acumulou: sim; Número do Concurso: 779; Dezenas Sorteadas: 36, 54, 52, 25, 29, 26
Data sorteio: 12/07/2006; Acumulou: sim; Número do Concurso: 780; Dezenas Sorteadas: 10, 50, 28, 51, 59, 07
